flood,elevation,slope,aspect,curvature,TPI,TRI,cover_Superficies de Agua,cover_Territorios Agrícolas,cover_Territorios Artificializados
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1564.0,3.436469,357.61163,-0.01751709,0.58861434,0.0783599,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1719.75,11.683249,194.70483,-0.27252197,-8.170124,0.35770938,0,1,0
1,1575.7,23.73189,218.30264,-0.022521973,1.6334989,0.5584388,0,0,0
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1694.61,13.731446,340.2706,-0.027526855,-3.3534367,0.31187323,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1653.89,12.672829,151.44539,-0.005004883,-4.6131935,0.284465,0,0,1
1,1591.72,2.7161834,288.41165,0.0049438477,-1.2314075,0.06033875,0,0,1
1,1481.68,0.72934014,258.66312,0.0050354004,-0.22173816,0.016720425,0,0,1
1,1481.68,0.72934014,258.66312,0.0050354004,-0.22173816,0.016720425,0,0,1
1,1638.95,5.150364,326.2938,-0.010070801,-1.2478435,0.1143664,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1643.91,2.9493313,292.8287,-0.022491455,-1.8894937,0.07600743,0,0,0
1,1562.95,11.3169985,347.01062,-0.030029297,1.1758376,0.25519434,0,0,1
1,1473.1,1.9105067,283.0064,-0.0050354004,0.1648709,0.042433333,0,0,1
1,1542.34,12.106294,338.8238,0.03744507,0.24569894,0.27491936,0,0,0
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1694.61,13.731446,340.2706,-0.027526855,-3.3534367,0.31187323,0,0,1
1,1481.68,0.72934014,258.66312,0.0050354004,-0.22173816,0.016720425,0,0,1
1,1503.95,0.9179971,308.65982,-0.022521973,-0.6717523,0.029354395,0,1,0
1,1690.3,11.947988,51.240826,-0.02746582,-2.1366112,0.269544,0,1,0
1,1575.7,23.73189,218.30264,-0.022521973,1.6334989,0.5584388,0,0,0
1,1638.95,5.150364,326.2938,-0.010070801,-1.2478435,0.1143664,0,0,1
1,1591.72,2.7161834,288.41165,0.0049438477,-1.2314075,0.06033875,0,0,1
1,1638.95,5.150364,326.2938,-0.010070801,-1.2478435,0.1143664,0,0,1
1,1647.66,14.4343815,240.94606,-0.019989014,0.3814946,0.3261958,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1474.83,0.715111,360.0,-0.002532959,0.2722022,0.016110044,0,0,1
1,1494.65,1.4949101,286.7185,0.002532959,-0.3731118,0.033161856,0,0,1
1,1776.03,47.92056,294.54037,-0.052490234,-16.46976,1.4017175,0,1,0
1,1468.1,1.2806467,243.39996,-3.0517578e-05,-0.36780095,0.028277397,0,0,1
1,1494.65,1.4949101,286.7185,0.002532959,-0.3731118,0.033161856,0,0,1
1,1562.95,11.3169985,347.01062,-0.030029297,1.1758376,0.25519434,0,0,1
1,1542.34,12.106294,338.8238,0.03744507,0.24569894,0.27491936,0,0,0
1,1481.68,0.72934014,258.66312,0.0050354004,-0.22173816,0.016720425,0,0,1
1,1790.16,6.9512734,241.8634,-0.035003662,-0.94417006,0.15837795,0,0,1
1,1683.68,43.058228,163.84563,-0.04244995,-5.726339,1.1829212,0,0,1
1,1701.65,10.143045,15.392272,-0.1749878,-1.8381634,0.31435907,0,0,1
1,1653.89,12.672829,151.44539,-0.005004883,-4.6131935,0.284465,0,0,1
1,1694.61,13.731446,340.2706,-0.027526855,-3.3534367,0.31187323,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1694.61,13.731446,340.2706,-0.027526855,-3.3534367,0.31187323,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1562.95,11.3169985,347.01062,-0.030029297,1.1758376,0.25519434,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1651.7,26.420164,339.37433,-0.050048828,-10.643378,0.6331584,0,0,0
1,1494.65,1.4949101,286.7185,0.002532959,-0.3731118,0.033161856,0,0,1
1,1542.34,12.106294,338.8238,0.03744507,0.24569894,0.27491936,0,0,0
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1639.64,1.8673015,327.5,0.0050354004,-3.2662864,0.041483976,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1481.68,0.72934014,258.66312,0.0050354004,-0.22173816,0.016720425,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1575.7,23.73189,218.30264,-0.022521973,1.6334989,0.5584388,0,0,0
1,1651.7,26.420164,339.37433,-0.050048828,-10.643378,0.6331584,0,0,0
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1653.89,12.672829,151.44539,-0.005004883,-4.6131935,0.284465,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1542.34,12.106294,338.8238,0.03744507,0.24569894,0.27491936,0,0,0
1,1574.54,13.615468,224.58142,-0.037475586,-4.0859113,0.30821195,0,0,0
1,1574.54,13.615468,224.58142,-0.037475586,-4.0859113,0.30821195,0,0,0
1,1565.59,4.0147777,274.08917,-0.015014648,-3.20412,0.09078779,0,0,0
1,1694.61,13.731446,340.2706,-0.027526855,-3.3534367,0.31187323,0,0,1
1,1694.61,13.731446,340.2706,-0.027526855,-3.3534367,0.31187323,0,0,1
1,1611.62,9.83175,63.430435,-0.22250366,-11.700303,0.3062409,0,0,0
1,1562.95,11.3169985,347.01062,-0.030029297,1.1758376,0.25519434,0,0,1
1,1503.95,0.9179971,308.65982,-0.022521973,-0.6717523,0.029354395,0,1,0
1,1474.83,0.715111,360.0,-0.002532959,0.2722022,0.016110044,0,0,1
1,1653.89,12.672829,151.44539,-0.005004883,-4.6131935,0.284465,0,0,1
1,1468.13,0.9067348,341.56506,0.030029297,0.17711093,0.034674846,0,0,1
1,1481.68,0.72934014,258.66312,0.0050354004,-0.22173816,0.016720425,0,0,1
1,1574.54,13.615468,224.58142,-0.037475586,-4.0859113,0.30821195,0,0,0
1,1564.0,3.436469,357.61163,-0.01751709,0.58861434,0.0783599,0,0,1
1,1503.95,0.9179971,308.65982,-0.022521973,-0.6717523,0.029354395,0,1,0
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1470.4,1.3509051,302.04468,0.002532959,-1.3547385,0.029996777,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1470.44,1.15407,277.13577,-0.002532959,0.16548525,0.025677571,0,0,1
1,1746.4,9.965537,320.19315,-0.0024719238,5.400972,0.22281417,0,0,1
1,1733.33,12.320789,174.74904,0.14746094,-3.6581135,0.3370122,0,0,1
1,1557.89,12.140855,271.99988,0.0675354,-1.6348106,0.28025264,0,0,1
1,1597.11,19.826342,3.1830583,0.005004883,-0.35335398,0.45609698,0,0,0
1,1504.84,5.016253,199.9848,-0.0025634766,-0.21376014,0.11107317,0,0,1
1,1657.48,9.828245,315.0,-0.0,-1.2425147,0.21954143,0,0,0
1,1657.48,9.828245,315.0,-0.0,-1.2425147,0.21954143,0,0,0
1,1785.44,15.44687,318.66705,-0.0050354004,-0.12013234,0.35058534,0,1,0
1,1575.3,5.120516,292.99362,-0.04248047,-3.7628083,0.11973416,0,0,0
1,1575.3,5.120516,292.99362,-0.04248047,-3.7628083,0.11973416,0,0,0
1,1504.84,5.016253,199.9848,-0.0025634766,-0.21376014,0.11107317,0,0,1
1,1538.68,11.09586,252.95233,-0.03491211,7.305666,0.25066873,0,0,0
1,1567.14,5.825467,306.0198,0.0025024414,1.2411664,0.12909186,0,0,1
1,1695.81,46.49479,314.80756,0.15002441,-3.3228722,1.339501,0,0,1
0,1593.62,10.70917,245.81314,0.14501953,-6.8085256,0.277361,0,0,1
0,1450.0,0.5911471,255.96376,-0.0025024414,-0.60743535,0.0134295095,1,0,0
0,1509.5,2.5600152,243.39996,-0.0,-1.1129807,0.056554742,0,0,0
0,1491.32,9.770633,39.708065,-0.062561035,-0.77952766,0.232857,0,0,1
0,1635.55,3.266775,241.20128,0.022521973,-0.35756338,0.084036134,0,0,1
0,1521.63,2.2893531,90.0,-0.0,0.01504899,0.050568648,0,0,1
0,1599.18,5.456742,96.014755,-0.05496216,0.990839,0.13113724,0,0,0
0,1565.78,3.0724423,117.78889,0.022521973,-0.83666116,0.072532736,0,0,1
0,1685.24,9.645091,333.80765,-0.027496338,0.5843793,0.21638188,0,0,1
0,1617.82,4.0147777,184.08917,-0.015075684,1.985506,0.09508962,0,1,0
0,1584.12,1.994605,248.94447,0.0049743652,3.4323359,0.045167238,0,0,1
0,1506.06,2.9507694,50.911076,-0.0024414062,-0.8670031,0.065276325,0,1,0
0,1527.7,2.128038,312.27054,0.0024414062,0.18741195,0.04710592,0,0,1
0,1578.14,0.6411851,206.56505,-0.0,1.3551065,0.014155947,0,0,1
0,1497.17,1.5815333,275.20016,0.0050354004,0.16717292,0.036326986,0,0,1
0,1808.31,16.191442,357.04196,0.045074463,3.3367934,0.3701675,0,0,0
0,1517.94,3.200693,100.27968,-6.1035156e-05,0.6260962,0.07073487,0,0,1
0,1548.7,5.1046023,197.92737,0.0024414062,2.4472005,0.11303598,0,0,1
0,1974.53,15.0799675,297.04102,-0.0025024414,-1.6192154,0.34101585,0,0,1
0,1511.64,9.100315,34.183567,0.02255249,-1.3607384,0.22518049,0,0,1
0,1580.3,18.897291,288.29926,-0.27746582,-4.3895864,0.503282,0,0,1
0,1680.19,24.423412,241.74202,-0.3600464,-6.1820493,0.68728894,0,0,1
0,1612.59,21.582148,232.18588,-0.040008545,-2.0518186,0.50404423,0,1,0
0,1552.76,16.614977,261.3238,-0.019989014,-2.7918816,0.37797502,0,0,1
0,1475.22,0.3206026,296.56506,-0.0025024414,1.5680149,0.007753531,0,0,1
0,1507.17,2.5001218,113.60874,-0.007446289,0.5236772,0.05603381,0,0,0
0,1585.59,21.51498,225.25719,0.11248779,0.8271256,0.5104629,0,0,0
0,1495.01,23.105967,169.87404,0.11001587,2.317124,0.57172585,0,0,0
0,1706.54,40.933865,252.03558,0.10253906,-3.2494514,1.1008936,0,0,0
0,1551.35,3.8856218,96.34588,-0.005004883,-0.79975843,0.08603063,0,0,1
0,1770.91,15.939273,290.49728,0.017547607,-6.4705343,0.36193582,0,0,1
0,1499.93,0.51452315,56.363934,-0.0024414062,0.094741315,0.011781904,0,0,1
0,1472.73,1.4102402,113.99133,0.0024719238,0.24093302,0.03129655,0,0,1
0,1486.52,0.20276815,45.0,-0.005004883,0.114725724,0.006330732,0,0,1
0,1486.23,0.9166327,141.27193,0.067474365,0.54888475,0.094100185,0,0,1
0,1652.99,5.5752106,129.81245,0.067474365,10.210665,0.13745171,0,0,1
0,1502.36,8.11146,111.61005,-0.005004883,-0.9092785,0.18033719,0,0,1
0,1606.21,27.963718,353.51105,0.18746948,-1.331121,0.70009184,0,0,0
0,1490.04,0.7168592,126.869896,0.0025024414,-0.0147229405,0.016140262,0,0,0
0,1484.41,2.3616378,255.95348,3.0517578e-05,-1.1403044,0.052167118,0,0,0
0,1583.88,23.365074,156.10573,0.269989,10.21862,0.59851074,0,1,0
0,1640.74,4.3754687,128.36002,-0.03753662,1.1297139,0.102467135,0,0,0
0,1796.0,0.0,-99999.0,0.0,-0.28787354,0.0,0,0,0
0,1494.14,1.7303412,24.467905,0.014984131,0.0065213246,0.0414663,0,0,1
0,1650.26,3.2611184,307.86423,0.005004883,-0.05943394,0.072350614,0,0,1
0,1754.91,36.861393,229.19229,-0.07745361,-0.963397,0.9541293,0,0,0
0,1776.0,16.713554,219.25458,-0.037506104,3.1275425,0.38130298,0,0,1
0,1494.21,3.3182504,277.4093,0.009979248,0.28536624,0.074013576,0,0,0
0,1515.89,1.8834537,261.24576,-0.0074768066,0.58562845,0.043597974,0,0,1
0,1502.75,7.98094,291.9867,0.007507324,4.403879,0.17748377,0,0,1
0,1735.1,11.141475,241.15926,-0.0025024414,0.9325347,0.25033504,0,1,0
0,1621.59,16.073849,231.34209,0.07498169,9.09916,0.37191153,0,0,1
0,1698.76,8.401811,303.96588,-0.005004883,0.61204016,0.18709461,0,0,1
0,1622.69,5.1501713,109.44111,0.0049438477,1.1624931,0.11418034,0,0,1
0,1445.6,5.562139,299.18365,-0.01751709,1.2237726,0.12435561,0,0,1
0,1488.85,1.7303412,245.53209,-0.0050354004,-0.9108962,0.03847663,0,0,1
0,1539.05,10.849914,300.57886,0.0075683594,-1.5566902,0.24377789,0,0,1
0,1738.72,35.836876,330.3281,0.040008545,0.711726,0.91431963,0,0,1
0,1630.91,11.986788,282.2403,-0.0024414062,5.8970537,0.2685785,0,0,1
0,1469.36,0.7168592,233.1301,0.0025024414,-0.019197155,0.016140262,0,0,1
0,1659.13,45.05568,318.03458,-0.2949829,-4.1583977,1.3267819,0,0,0
0,1646.77,5.6103954,255.26006,0.05505371,-0.06393296,0.14575619,0,0,1
0,1517.64,6.5726633,155.66154,0.01751709,-0.700022,0.14660048,0,0,0
0,1561.82,6.268286,78.18431,0.019958496,-2.5742955,0.14072324,0,0,1
0,1597.21,4.145506,270.0,0.0024719238,-1.7559718,0.091733105,0,1,0
0,1568.61,15.938424,29.929422,0.035003662,2.631946,0.3635823,0,0,1
0,1616.81,17.005705,32.65141,0.017547607,1.0865436,0.38749388,0,0,0
0,2066.0,1.0437019,254.05461,-0.022521973,1.7216554,0.032589436,0,0,1
0,1519.8,5.585191,237.51509,-0.0049438477,-2.1565008,0.12409793,0,0,1
0,1496.3,1.6754938,70.05264,0.0025634766,-0.11021367,0.037138678,0,1,0
0,1752.63,14.738598,278.74112,0.005004883,-0.6078778,0.33281434,0,0,1
0,1761.03,33.493298,60.33378,0.002532959,-5.4239397,0.8466633,0,0,1
0,1468.2,1.4095305,293.92642,0.0024414062,-0.31577832,0.03128098,0,0,0
0,1708.49,38.839886,295.37137,-1.3325195,-3.2440116,1.6308786,0,0,1
0,1544.45,5.3323736,262.31497,-0.005065918,-0.5331142,0.11815006,0,0,1
0,1655.19,24.591639,1.5628152,0.0099487305,-10.896138,0.57912236,0,0,0
0,1467.79,2.2955713,93.579056,0.002532959,-0.115935445,0.050804865,0,0,1
0,1506.36,2.6993847,32.013245,-3.0517578e-05,0.9411331,0.060302313,0,0,1
0,1798.99,12.930086,51.628036,0.007507324,0.057540007,0.29069555,0,0,0
0,1630.0,0.14337903,180.0,-0.0025024414,5.4076595,0.0044765035,0,0,0
0,1831.62,9.952094,310.95908,0.0874939,2.9579985,0.24663422,0,0,0
0,1677.79,27.975891,244.63927,0.057525635,-3.301458,0.673883,0,0,0
0,1731.33,18.752005,316.19827,-0.030059814,5.776353,0.43175516,0,0,1
0,1458.0,0.0,-99999.0,0.0,-0.3577576,0.0,0,0,0
0,1483.82,1.032357,33.743893,0.019927979,0.4195989,0.030280672,0,0,1
0,1872.88,12.42195,243.72606,-0.13998413,8.070742,0.32231596,0,0,1
0,1507.4,0.9067348,108.43495,-0.024963379,-0.42986733,0.037387885,0,0,1
0,1463.99,0.0,-99999.0,0.0,-0.22261362,0.0,0,0,1
0,1629.59,4.3484344,207.40833,0.0024719238,-0.69404596,0.09644208,0,0,0
0,1466.55,5.1620035,75.58351,6.1035156e-05,2.9853337,0.11435785,0,0,1
0,1497.18,0.42838147,360.0,-0.0024719238,0.0014605647,0.009960967,0,0,1
0,1613.77,12.227,129.38818,0.025024414,0.27260736,0.27516547,0,0,0
0,1960.26,14.962894,197.41492,-0.12997437,3.9841845,0.36457303,0,0,1
0,1513.87,3.0369565,98.134766,0.05001831,0.5528695,0.0817603,0,0,0
0,1470.65,1.2232106,69.4152,0.002532959,-0.11628628,0.027193638,0,0,1
0,1581.38,2.7527463,117.931305,0.005004883,-0.78311926,0.060983326,0,0,1
0,1483.61,2.4701357,190.02206,-0.005004883,0.17072368,0.05474997,0,0,1
0,1723.89,29.595514,55.40142,0.26000977,-1.7093261,0.8753594,0,0,0
0,1488.0,0.7310543,101.30993,-0.005004883,0.06133485,0.016749542,0,0,1
0,1620.34,5.3532453,80.79843,0.007446289,0.99590504,0.11873603,0,0,1
0,1680.99,14.933581,263.5418,-0.084991455,-0.21001926,0.34929618,0,1,0
0,1490.51,1.1558043,150.25511,0.0025024414,-0.736509,0.025715554,0,1,0
0,1468.73,0.9179971,38.65981,0.0025024414,-0.092115395,0.020513915,0,0,1
0,1735.12,24.109056,312.96338,-0.002532959,5.41725,0.5670597,0,0,1
0,1516.83,8.959975,64.65013,-0.0050354004,5.6758814,0.19968696,0,0,1
0,1582.06,16.311749,286.8835,0.27505493,3.4156327,0.5123766,0,0,0
0,1615.83,31.631315,276.05774,-0.14755249,-0.509485,0.7950279,0,0,1
0,1651.85,9.705992,217.87589,-0.035003662,-0.40381083,0.21901537,0,0,1
0,1629.05,10.766589,208.2472,0.20751953,0.027514633,0.30389374,0,0,1
0,1618.09,11.049108,251.33286,0.04248047,0.3766377,0.2503917,0,0,1
0,1570.97,42.49327,182.81638,-0.38500977,-2.606942,1.2098894,0,0,0
0,1608.57,5.4734645,172.497,-0.05758667,10.265766,0.1318657,0,0,1
0,1525.9,8.457025,73.39875,-0.009979248,-0.4916694,0.18876046,0,0,1
0,1497.94,3.2621884,254.75833,0.019927979,2.3914986,0.07638912,0,1,0
0,1716.56,18.244894,263.47238,-0.05493164,2.2465105,0.4202464,0,0,1
0,1694.57,33.74591,157.56093,0.012451172,9.117994,0.84598297,0,0,0
0,1658.03,60.059597,289.16586,0.06503296,8.903963,2.197484,0,0,0
0,1788.15,12.247771,165.31711,0.040039062,1.2973106,0.2839043,0,0,0
0,1694.66,7.495897,345.69946,0.015045166,4.413237,0.16722098,0,0,0
0,1824.79,5.018577,4.904194,3.0517578e-05,-2.7575977,0.11116993,0,0,1
0,1496.0,0.5169475,146.30994,-0.012512207,0.33853024,0.016140262,0,0,1
0,1623.33,38.436787,189.60901,-0.19506836,-15.8482275,1.0345136,0,0,0
0,1647.57,27.643318,339.3158,-0.025024414,-2.3330595,0.6630117,0,0,0
0,1629.56,20.807098,212.64482,0.05505371,1.9255322,0.48568666,0,0,1
0,1605.99,12.54942,181.93271,-0.34002686,-0.014116401,0.43994302,0,0,1
0,1460.09,1.6754938,340.05264,0.007446289,0.70766157,0.03766141,0,0,1
0,1478.25,0.8359786,239.03624,-0.005004883,-3.0689092,0.018992195,0,0,0
0,1474.35,23.149132,359.32928,0.2875061,1.9866763,0.61133236,0,0,1
0,1609.79,18.251299,19.944149,-0.082458496,-8.1363535,0.43076974,0,0,0
0,1483.27,0.5911471,14.036243,-0.0025024414,0.07286647,0.0134295095,0,0,1
0,1647.99,14.17378,1.1355182,0.04248047,4.8828583,0.3239435,0,0,0
0,1516.75,6.7249823,248.86774,0.012481689,0.042194176,0.15091608,0,0,1
0,1796.19,13.643165,145.49074,-0.05255127,0.5840067,0.3106728,0,0,0
0,1717.79,4.1763167,321.9423,-0.0024719238,1.8398167,0.09263178,0,0,1
0,1515.72,17.283468,224.34831,-0.015075684,-7.1630735,0.39380652,0,0,0
0,1722.41,24.561064,126.993095,-0.0099487305,-2.1922104,0.57842773,0,1,0
0,1520.62,29.619926,210.96376,-0.08001709,11.00049,0.73130095,0,0,0
0,1653.2,14.91663,240.7892,0.0024719238,-4.168645,0.33697447,0,0,1
0,1494.0,0.7168592,360.0,-0.012512207,-0.59964824,0.022382516,0,0,1
0,1539.14,6.1073756,232.59082,-0.014984131,0.007287901,0.13608117,0,0,1
0,1564.48,15.69931,224.64369,-0.002532959,5.4521055,0.3567277,0,0,1
0,1509.12,10.761746,88.49111,0.025024414,1.8388186,0.24183236,0,0,1
0,1587.06,4.682283,121.26764,0.06253052,-0.51478434,0.11943986,0,0,1
0,1665.45,11.318028,332.4738,-0.035003662,-0.65061444,0.2557224,0,0,0
0,1627.58,12.912873,341.56265,0.0049743652,2.0332043,0.29346666,0,1,0
0,1722.04,16.060999,272.98947,0.20755005,4.831393,0.44182813,0,0,1
0,1486.25,0.9067348,108.43495,-0.0,-0.27493438,0.020019531,0,0,1
0,1486.0,0.96172744,26.565052,-0.0025024414,-0.45369783,0.022382516,0,0,1
0,1510.08,21.540419,38.829994,-0.0,-4.6851444,0.49931282,0,0,0
0,1491.58,0.72934014,11.33687,-0.0050354004,0.25160405,0.016720425,0,0,1
0,1483.91,0.28675628,180.0,-0.0,0.09456561,0.006330732,0,0,1
0,1575.51,3.6191037,251.54756,-0.0,-1.9600213,0.080004886,0,0,1
0,1690.08,8.924481,256.1933,-0.12503052,5.1919966,0.23891352,0,0,1
0,1501.01,28.108456,46.89612,-0.27999878,-4.9519725,0.7214491,0,0,0
0,1689.8,34.084023,231.90358,0.045074463,0.046141893,0.8568438,0,0,0
0,1745.71,9.689475,197.90385,0.014953613,-3.6098664,0.22526734,0,0,1
0,1489.3,1.7420231,80.52823,3.0517578e-05,-0.21504629,0.03847028,0,0,0
0,1535.38,24.7023,261.56134,0.01751709,-6.445425,0.58217406,0,1,0
0,1545.28,2.89849,159.79561,-0.0049438477,0.35276392,0.06419668,0,0,1
0,1483.76,11.046863,80.41694,0.08999634,2.3864322,0.26435706,0,0,1
0,1465.51,0.5734982,360.0,-0.0,-0.13593431,0.012661464,0,0,1
0,1626.69,9.87684,15.826763,0.019927979,-1.1008577,0.22208358,0,0,1
0,1494.2,0.8703508,9.481244,-0.002532959,-1.791724,0.019475093,0,0,1
0,1528.85,2.7523832,8.983972,-0.005004883,0.21358225,0.061629094,0,0,0
0,1576.72,2.2955713,356.42096,0.0024719238,1.7500666,0.050804865,0,0,1
0,1453.75,2.1292129,137.69467,0.022491455,0.39489162,0.054963775,0,0,1
0,1608.06,14.132914,263.1575,0.030059814,4.6922646,0.32012874,0,0,1
0,1627.17,31.99385,304.07043,0.24752808,3.3421228,0.8334165,0,0,1
0,1445.43,24.820253,90.0,-0.4624939,-5.4996805,0.8273342,0,0,1
0,1526.49,1.8670332,85.59718,0.0049743652,0.6707068,0.041472193,0,0,1
0,1484.75,0.5169475,213.69006,-0.007507324,-0.8917526,0.0134295095,0,0,1
0,1547.34,4.5432143,294.14346,0.0049743652,-0.11291146,0.10060909,0,0,0
0,1690.7,37.515305,350.6298,0.052490234,13.246153,0.9730137,0,0,1
0,1653.36,1.3599603,18.434948,-0.08001709,-3.6207058,0.09697526,0,0,1
0,1515.31,3.2699826,336.81747,0.005065918,-3.2235734,0.07241134,0,0,0
0,1506.39,3.6471071,101.320694,0.010009766,-0.7185925,0.081244595,0,0,0
0,1491.96,1.8670332,355.59717,-0.015045166,-0.19068713,0.04429309,0,0,1
0,1594.2,7.01221,52.43921,0.0024414062,6.07536,0.1556166,0,0,1
0,1505.83,5.464952,33.27441,0.03744507,-0.06345542,0.1257432,0,0,0
0,1597.85,2.591466,173.65128,-0.0,-7.5439563,0.05725048,0,0,1
0,1580.76,7.833416,199.09811,-0.02999878,2.0855498,0.17607926,0,0,0
0,1765.77,30.14473,170.33423,-0.0,0.122700535,0.7368605,0,0,0
0,1648.05,7.777018,293.7584,0.010040283,-0.1315754,0.17390911,0,0,1
0,1477.83,0.715111,180.0,0.0024719238,-0.11310556,0.016094867,0,0,1
0,1732.21,17.091963,116.56505,-0.107543945,-5.0672183,0.40340254,0,0,0
0,1523.18,4.290431,178.11182,-0.0024414062,-0.5214915,0.0949482,0,0,1
0,1496.0,0.0,-99999.0,0.0,-0.059200414,0.0,0,0,1
0,1700.66,31.767614,106.900734,0.007507324,-9.943774,0.78403425,0,0,0
0,1483.61,0.5169475,33.690067,0.0025024414,0.07506288,0.011843715,0,0,1
0,1489.63,0.28675628,360.0,-0.0,0.17460394,0.006330732,0,0,1
0,1555.83,8.069855,279.13995,-0.017547607,-4.591683,0.18170208,0,0,1
0,1483.73,1.1542871,150.21207,-0.007537842,0.52225196,0.03924385,0,0,1
0,1586.4154,17.837276,262.09583,-0.059570312,-16.09689,0.4140558,0,0,0
0,1483.32,2.951108,14.011565,0.0024414062,0.13529415,0.06528381,0,0,1
0,1620.61,40.053,142.0048,0.10501099,-0.4357022,1.0759189,0,0,0
0,1648.9,16.423553,102.739845,-0.017486572,7.7465715,0.37334517,0,0,1
0,1605.28,17.11553,97.929344,-0.02746582,-7.5305223,0.3956385,0,0,0
0,1801.21,21.549036,131.6637,-0.007537842,2.2640045,0.49960294,0,0,1
0,1633.59,60.163456,106.40771,-0.5600281,-9.589028,2.3275049,0,0,0
0,1564.96,7.1248097,253.73756,-3.0517578e-05,0.059913542,0.15810926,0,0,1
0,1514.43,6.7162642,273.64023,0.005065918,-0.74998754,0.14902583,0,0,1
0,1542.06,1.7296183,24.415201,0.005065918,-0.9481035,0.03949219,0,0,1
0,1479.21,1.15407,277.13577,-0.002532959,-0.253259,0.025677571,0,0,1
0,1813.32,24.108982,90.0,-0.057556152,-1.3041036,0.5696683,0,0,1
0,1536.79,12.619579,150.57674,0.005004883,0.27914584,0.28326577,0,0,1
0,1466.04,1.7935796,118.58818,0.0025634766,0.88261557,0.03973894,0,0,1
0,1441.43,0.72934014,101.33687,3.0517578e-05,-0.21427694,0.016705804,0,1,0
0,1762.18,4.8768005,264.95215,0.002532959,-1.769625,0.10852474,0,0,0
0,1463.43,8.772367,310.39606,-0.022460938,-0.07411193,0.1963399,0,0,1
0,1547.1,11.152441,167.5472,-0.08004761,0.39560798,0.2613251,0,0,0
0,1481.77,0.45339578,288.43494,-0.0,-0.83539426,0.010965149,0,0,0
0,1505.3,0.72934014,101.33687,-0.0049743652,-0.43314582,0.016705804,0,0,1
0,1644.04,6.4446974,155.12431,0.0050354004,-0.76019067,0.14406644,0,0,1
0,1512.63,4.3474054,136.33372,-0.0025024414,0.37324917,0.09621377,0,0,1
0,1584.7,8.088891,336.13745,0.027435303,-0.83305526,0.1821132,0,0,1
0,1554.68,29.113783,352.7784,-0.11743164,-2.796235,0.71323925,0,0,0
0,1476.96,0.9179971,128.6598,-0.0025024414,0.40794298,0.020513915,0,0,1
0,1458.04,0.71581167,233.24207,0.002532959,-0.83164155,0.022349805,0,0,1
0,1465.12,3.9889486,194.52277,-0.084991455,-0.46044216,0.11644373,0,0,1
0,1628.04,2.382517,302.7226,-0.017456055,2.7266777,0.056025088,0,0,0
0,1602.39,4.5401497,331.83945,0.01751709,0.37207514,0.10168186,0,0,1
0,1472.27,1.2901958,270.0,-0.0025024414,0.6228048,0.029354395,0,0,1
0,1475.33,0.90507656,71.53005,-3.0517578e-05,-0.35647285,0.01998295,0,0,1
