flood,elevation,slope,aspect,curvature,TPI,TRI,cover_Superficies de Agua,cover_Territorios Agrícolas,cover_Territorios Artificializados
1,1458.59,12.056489,290.56082,-0.0050354004,0.52857757,0.27318943,0,0,0
1,1739.66,19.051952,302.884,-0.14248657,-3.6524935,0.46418345,0,0,1
1,1630.99,16.223465,319.87973,-0.045013428,-1.8533691,0.37068203,0,0,1
1,1509.14,12.522229,168.31488,-0.0024719238,3.6198063,0.28095636,0,0,1
1,1740.47,9.750522,261.63678,-6.1035156e-05,10.184071,0.21736334,0,0,0
1,1468.29,5.1501713,340.5589,-0.019958496,4.051659,0.115742765,0,0,1
1,1450.15,1.4317467,180.0,3.0517578e-05,-1.9902563,0.03161508,0,0,1
1,1630.99,16.223465,319.87973,-0.045013428,-1.8533691,0.37068203,0,0,1
1,1706.15,8.995993,248.69287,0.030029297,2.1884353,0.21024354,0,0,1
1,1607.51,16.626106,295.27655,0.06750488,-0.09984463,0.3872453,0,0,1
1,1490.92,5.2664285,310.60953,-0.009979248,0.18930534,0.11727606,0,0,1
1,1450.15,1.4317467,180.0,3.0517578e-05,-1.9902563,0.03161508,0,0,1
1,1666.79,12.115827,243.73364,0.017547607,-1.2212298,0.2720743,0,0,1
1,1485.29,5.995376,308.2386,-0.04244995,2.6357446,0.13832544,0,0,1
1,1509.14,12.522229,168.31488,-0.0024719238,3.6198063,0.28095636,0,0,1
1,1469.92,3.0352306,261.86057,0.030029297,5.2799306,0.07348669,0,0,1
1,1455.26,2.008114,274.0927,0.007507324,-1.088749,0.044912253,0,0,1
1,1707.02,11.516091,345.7889,0.002532959,-2.0799568,0.2585129,0,0,1
1,1569.07,9.990504,83.48443,-6.1035156e-05,2.711873,0.2228218,0,0,1
1,1542.09,33.751682,225.0,0.19494629,-6.1429296,0.8653064,0,0,0
1,1630.99,16.223465,319.87973,-0.045013428,-1.8533691,0.37068203,0,0,1
1,1666.79,12.115827,243.73364,0.017547607,-1.2212298,0.2720743,0,0,1
1,1492.73,9.21626,146.31293,-3.0517578e-05,0.9165106,0.2052393,0,0,1
1,1582.04,4.3019547,338.53528,-0.007446289,5.22251,0.10267441,0,0,1
1,1738.77,15.331247,313.15063,-0.01751709,-6.853385,0.34720078,0,0,0
1,1490.92,5.2664285,310.60953,-0.009979248,0.18930534,0.11727606,0,0,1
1,1677.29,14.025713,283.89703,0.03253174,-0.8833559,0.31908885,0,0,1
1,1495.5,13.1886215,281.06702,0.070007324,2.1320944,0.31129757,0,0,1
1,1461.3,1.541598,111.76521,-0.059936523,0.52950144,0.07766455,0,0,1
1,1542.09,33.751682,225.0,0.19494629,-6.1429296,0.8653064,0,0,0
1,1493.42,17.738836,211.57777,0.1600647,3.7460852,0.4483738,0,0,1
1,1455.26,2.008114,274.0927,0.007507324,-1.088749,0.044912253,0,0,1
1,1490.92,5.2664285,310.60953,-0.009979248,0.18930534,0.11727606,0,0,1
1,1490.92,5.2664285,310.60953,-0.009979248,0.18930534,0.11727606,0,0,1
1,1666.79,12.115827,243.73364,0.017547607,-1.2212298,0.2720743,0,0,1
1,1630.99,16.223465,319.87973,-0.045013428,-1.8533691,0.37068203,0,0,1
1,1483.96,13.349488,290.3413,0.019958496,1.9022988,0.3007298,0,0,1
1,1561.63,9.684194,328.17166,0.015014648,1.5904094,0.2185239,0,0,1
1,1582.04,4.3019547,338.53528,-0.007446289,5.22251,0.10267441,0,0,1
1,1468.29,5.1501713,340.5589,-0.019958496,4.051659,0.115742765,0,0,1
1,1555.48,12.978342,273.73535,0.005004883,-0.0009777606,0.29159287,0,0,1
1,1458.59,12.056489,290.56082,-0.0050354004,0.52857757,0.27318943,0,0,0
1,1483.96,13.349488,290.3413,0.019958496,1.9022988,0.3007298,0,0,1
1,1461.3,1.541598,111.76521,-0.059936523,0.52950144,0.07766455,0,0,1
1,1490.92,5.2664285,310.60953,-0.009979248,0.18930534,0.11727606,0,0,1
1,1490.43,0.7144118,323.15814,0.0025634766,-0.49350765,0.01609496,0,0,1
1,1490.43,0.7144118,323.15814,0.0025634766,-0.49350765,0.01609496,0,0,1
1,1632.18,23.127748,5.7122226,0.26254272,17.236378,0.63581216,0,0,1
1,1493.15,1.2164311,135.0,0.005004883,0.27432406,0.027595019,0,0,1
1,1493.15,1.2164311,135.0,0.005004883,0.27432406,0.027595019,0,0,1
1,1632.18,23.127748,5.7122226,0.26254272,17.236378,0.63581216,0,0,1
1,1493.15,1.2164311,135.0,0.005004883,0.27432406,0.027595019,0,0,1
1,1493.15,1.2164311,135.0,0.005004883,0.27432406,0.027595019,0,0,1
1,1477.27,0.40553123,45.0,-0.0,-0.01150394,0.008953007,0,0,1
1,1508.1,5.7054787,58.28587,0.052490234,6.2780576,0.13498308,0,0,0
1,1477.27,0.40553123,45.0,-0.0,-0.01150394,0.008953007,0,0,1
1,1493.15,1.2164311,135.0,0.005004883,0.27432406,0.027595019,0,0,1
1,1567.68,6.160906,346.612,-0.0049438477,-9.394367,0.13668503,0,0,0
1,1632.18,23.127748,5.7122226,0.26254272,17.236378,0.63581216,0,0,1
1,1562.04,0.40553123,225.0,-0.0,-8.914688,0.008953007,0,0,1
1,1498.34,0.5717498,90.0,0.0049743652,0.23879111,0.014104167,0,0,1
1,1485.64,0.7168592,143.1301,0.007507324,0.46945587,0.018457096,0,0,1
1,1567.68,6.160906,346.612,-0.0049438477,-9.394367,0.13668503,0,0,0
1,1499.66,2.3082871,60.27126,6.1035156e-05,-0.69167525,0.050987355,0,0,1
1,1562.04,0.40553123,225.0,-0.0,-8.914688,0.008953007,0,0,1
1,1562.04,0.40553123,225.0,-0.0,-8.914688,0.008953007,0,0,1
1,1507.61,2.4320784,118.074905,0.0024719238,0.22396736,0.05418467,0,0,1
1,1516.16,0.6411851,153.43495,-0.0,1.2236301,0.014155947,0,0,0
1,1498.34,0.5717498,90.0,0.0049743652,0.23879111,0.014104167,0,0,1
1,1535.21,2.951108,104.011566,0.0024414062,0.5528867,0.06528381,0,0,0
1,1567.68,6.160906,346.612,-0.0049438477,-9.394367,0.13668503,0,0,0
1,1502.07,7.87252,282.53018,0.0099487305,-2.1499326,0.1753575,0,0,1
1,1562.04,0.40553123,225.0,-0.0,-8.914688,0.008953007,0,0,1
1,1508.1,5.7054787,58.28587,0.052490234,6.2780576,0.13498308,0,0,0
1,1632.18,23.127748,5.7122226,0.26254272,17.236378,0.63581216,0,0,1
1,1535.21,2.951108,104.011566,0.0024414062,0.5528867,0.06528381,0,0,0
1,1507.61,2.4320784,118.074905,0.0024719238,0.22396736,0.05418467,0,0,1
1,1500.0,0.14337903,90.0,0.0025024414,-0.1794866,0.0044765035,0,0,1
1,1499.66,2.3082871,60.27126,6.1035156e-05,-0.69167525,0.050987355,0,0,1
1,1535.21,2.951108,104.011566,0.0024414062,0.5528867,0.06528381,0,0,0
1,1497.89,0.6411851,26.565052,-0.0,0.014840358,0.014155947,0,0,1
1,1493.76,1.4334941,36.869896,-0.0,0.24510339,0.032895446,0,0,1
1,1562.04,0.40553123,225.0,-0.0,-8.914688,0.008953007,0,0,1
1,1477.27,0.40553123,45.0,-0.0,-0.01150394,0.008953007,0,0,1
1,1502.07,7.87252,282.53018,0.0099487305,-2.1499326,0.1753575,0,0,1
1,1498.34,0.5717498,90.0,0.0049743652,0.23879111,0.014104167,0,0,1
1,1508.1,5.7054787,58.28587,0.052490234,6.2780576,0.13498308,0,0,0
1,1497.89,0.6411851,26.565052,-0.0,0.014840358,0.014155947,0,0,1
1,1524.18,1.581376,95.137085,-0.0049438477,-0.7805689,0.03519954,0,0,0
1,1490.43,0.7144118,323.15814,0.0025634766,-0.49350765,0.01609496,0,0,1
1,1535.21,2.951108,104.011566,0.0024414062,0.5528867,0.06528381,0,0,0
1,1477.27,0.40553123,45.0,-0.0,-0.01150394,0.008953007,0,0,1
1,1535.21,2.951108,104.011566,0.0024414062,0.5528867,0.06528381,0,0,0
1,1493.15,1.2164311,135.0,0.005004883,0.27432406,0.027595019,0,0,1
1,1535.21,2.951108,104.011566,0.0024414062,0.5528867,0.06528381,0,0,0
1,1502.07,7.87252,282.53018,0.0099487305,-2.1499326,0.1753575,0,0,1
1,1549.7,2.3089366,97.130394,-0.010040283,-0.11962915,0.052559145,0,0,1
1,1500.08,1.821834,45.0,-0.015075684,0.08585411,0.04243337,0,0,1
1,1632.18,23.127748,5.7122226,0.26254272,17.236378,0.63581216,0,0,1
1,1487.09,0.5169475,236.30994,0.0025024414,0.014711674,0.011843715,0,0,1
1,1537.44,5.561472,119.20809,0.057434082,-0.07925318,0.14468597,0,0,1
1,1602.72,10.685284,122.00636,0.0049438477,2.2587023,0.23875389,0,0,1
1,1537.44,5.561472,119.20809,0.057434082,-0.07925318,0.14468597,0,0,1
1,1681.65,0.8703508,99.48125,-0.04244995,-0.42791656,0.04261156,0,0,1
1,1514.15,11.318679,205.92043,-0.04248047,-1.394985,0.256028,0,0,1
1,1681.65,0.8703508,99.48125,-0.04244995,-0.42791656,0.04261156,0,0,1
1,1869.3,3.7628458,98.75425,0.010009766,1.9378667,0.08414947,0,0,1
1,1869.3,3.7628458,98.75425,0.010009766,1.9378667,0.08414947,0,0,1
1,1537.44,5.561472,119.20809,0.057434082,-0.07925318,0.14468597,0,0,1
1,1537.44,5.561472,119.20809,0.057434082,-0.07925318,0.14468597,0,0,1
1,1779.55,14.48947,102.28662,-0.012451172,-0.7516388,0.3283568,0,0,1
1,1679.88,15.273984,168.38242,-0.042510986,-3.0446336,0.34958363,0,0,1
1,1679.88,15.273984,168.38242,-0.042510986,-3.0446336,0.34958363,0,0,1
1,1602.72,10.685284,122.00636,0.0049438477,2.2587023,0.23875389,0,0,1
1,1602.72,10.685284,122.00636,0.0049438477,2.2587023,0.23875389,0,0,1
1,1485.39,1.5815333,174.79984,0.0050354004,0.13763382,0.03521338,0,0,1
1,1583.75,19.81923,102.01309,0.08248901,1.9914924,0.46766406,0,0,1
1,1679.88,15.273984,168.38242,-0.042510986,-3.0446336,0.34958363,0,0,1
1,1679.88,15.273984,168.38242,-0.042510986,-3.0446336,0.34958363,0,0,1
1,1689.42,10.268241,129.40146,3.0517578e-05,2.6943066,0.22932285,0,0,1
1,1537.44,5.561472,119.20809,0.057434082,-0.07925318,0.14468597,0,0,1
1,1602.72,10.685284,122.00636,0.0049438477,2.2587023,0.23875389,0,0,1
1,1679.88,15.273984,168.38242,-0.042510986,-3.0446336,0.34958363,0,0,1
1,1583.75,19.81923,102.01309,0.08248901,1.9914924,0.46766406,0,0,1
1,1681.65,0.8703508,99.48125,-0.04244995,-0.42791656,0.04261156,0,0,1
1,1487.09,0.5169475,236.30994,0.0025024414,0.014711674,0.011843715,0,0,1
1,1689.42,10.268241,129.40146,3.0517578e-05,2.6943066,0.22932285,0,0,1
1,1583.4,4.4530554,185.53186,0.010009766,3.9077013,0.09901518,0,0,1
1,1602.72,10.685284,122.00636,0.0049438477,2.2587023,0.23875389,0,0,1
1,1497.11,5.712715,271.4334,-0.007537842,-2.0112667,0.12689425,0,0,1
1,1485.39,1.5815333,174.79984,0.0050354004,0.13763382,0.03521338,0,0,1
1,1869.3,3.7628458,98.75425,0.010009766,1.9378667,0.08414947,0,0,1
1,1462.19,2.1136427,208.28151,0.06994629,0.4361909,0.10293118,0,0,1
1,1622.23,9.117105,108.14897,0.012481689,3.7559736,0.20360631,0,0,1
1,1510.65,19.265635,83.839905,-0.0049438477,2.5779827,0.44213614,0,0,0
1,1869.3,3.7628458,98.75425,0.010009766,1.9378667,0.08414947,0,0,1
1,1688.47,16.423199,167.26595,0.007446289,4.993053,0.37344334,0,0,0
1,1583.4,4.4530554,185.53186,0.010009766,3.9077013,0.09901518,0,0,1
1,1462.19,2.1136427,208.28151,0.06994629,0.4361909,0.10293118,0,0,1
1,1497.11,5.712715,271.4334,-0.007537842,-2.0112667,0.12689425,0,0,1
1,1631.99,4.8036914,59.63573,-0.04498291,-0.6209331,0.122136824,0,0,1
1,1686.84,16.076988,86.02288,0.017456055,-2.0492587,0.36505333,0,0,1
1,1487.09,0.5169475,236.30994,0.0025024414,0.014711674,0.011843715,0,0,1
1,1467.28,1.15407,262.86423,0.007537842,0.07268433,0.027193638,0,0,1
1,1508.67,6.507073,296.00974,0.0025634766,-0.89304256,0.14431216,0,0,1
1,1602.72,10.685284,122.00636,0.0049438477,2.2587023,0.23875389,0,0,1
1,1626.38,9.041171,136.27441,-0.054992676,-2.7851825,0.21106723,0,0,1
1,1736.56,7.98094,291.9867,-0.07745361,-5.41458,0.190722,0,0,0
1,1570.24,16.488707,127.45118,-0.030029297,-0.36180785,0.37548146,0,0,1
1,1537.44,5.561472,119.20809,0.057434082,-0.07925318,0.14468597,0,0,1
1,1811.07,5.177737,114.45034,0.0049438477,2.9555688,0.114705645,0,0,1
1,1483.32,0.76980275,158.27109,-0.0025634766,-0.10851926,0.017295256,0,0,0
1,1537.44,5.561472,119.20809,0.057434082,-0.07925318,0.14468597,0,0,1
1,1688.47,16.423199,167.26595,0.007446289,4.993053,0.37344334,0,0,0
1,1497.11,5.712715,271.4334,-0.007537842,-2.0112667,0.12689425,0,0,1
1,1462.19,2.1136427,208.28151,0.06994629,0.4361909,0.10293118,0,0,1
1,1564.29,8.990383,174.56543,0.05255127,4.412126,0.209912,0,0,1
1,1631.99,4.8036914,59.63573,-0.04498291,-0.6209331,0.122136824,0,0,1
1,1537.44,5.561472,119.20809,0.057434082,-0.07925318,0.14468597,0,0,1
1,1537.44,5.561472,119.20809,0.057434082,-0.07925318,0.14468597,0,0,1
1,1537.44,5.561472,119.20809,0.057434082,-0.07925318,0.14468597,0,0,1
1,1537.44,5.561472,119.20809,0.057434082,-0.07925318,0.14468597,0,0,1
1,1679.88,15.273984,168.38242,-0.042510986,-3.0446336,0.34958363,0,0,1
1,1679.88,15.273984,168.38242,-0.042510986,-3.0446336,0.34958363,0,0,1
1,1537.44,5.561472,119.20809,0.057434082,-0.07925318,0.14468597,0,0,1
1,1537.44,5.561472,119.20809,0.057434082,-0.07925318,0.14468597,0,0,1
1,1621.56,7.157474,167.35188,6.1035156e-05,-1.4246707,0.15890478,0,0,1
1,1679.88,15.273984,168.38242,-0.042510986,-3.0446336,0.34958363,0,0,1
1,1485.39,1.5815333,174.79984,0.0050354004,0.13763382,0.03521338,0,0,1
1,1462.19,2.1136427,208.28151,0.06994629,0.4361909,0.10293118,0,0,1
1,1529.98,1.438902,95.71752,0.0024719238,2.6372166,0.040240012,0,0,1
1,1679.88,15.273984,168.38242,-0.042510986,-3.0446336,0.34958363,0,0,1
1,1679.88,15.273984,168.38242,-0.042510986,-3.0446336,0.34958363,0,0,1
1,1679.88,15.273984,168.38242,-0.042510986,-3.0446336,0.34958363,0,0,1
1,1472.34,1.180473,165.94318,-3.0517578e-05,0.34405664,0.026064856,0,0,1
1,1473.42,2.5806365,56.320694,-0.007446289,-0.1841087,0.057442248,0,0,1
1,1464.91,0.6411851,63.434948,-0.0,-0.22487074,0.014155947,0,0,1
1,1470.45,2.3302903,132.50781,0.0024414062,-0.52747023,0.051568776,0,0,1
1,1474.69,3.7173922,90.0,-3.0517578e-05,-0.5451927,0.08218371,0,0,1
1,1470.45,2.3302903,132.50781,0.0024414062,-0.52747023,0.051568776,0,0,1
1,1512.0,4.4326816,110.77516,0.029968262,0.95902246,0.1025363,0,0,1
1,1472.0,0.7310543,78.69007,0.005004883,0.117623985,0.016749542,0,0,0
1,1547.52,19.10797,59.180798,0.0050354004,-4.258224,0.4396935,0,0,0
1,1569.75,8.373231,69.10748,-0.005004883,0.5643224,0.18623579,0,0,1
1,1644.63,34.8846,101.792435,-0.0049743652,-5.7748756,0.8826458,0,0,0
1,1694.39,44.864216,45.50934,0.52752686,15.195747,1.345428,0,0,1
1,1551.89,3.8618858,90.0,0.0025024414,0.040384844,0.08544632,0,0,1
1,1694.39,44.864216,45.50934,0.52752686,15.195747,1.345428,0,0,1
1,1472.34,1.180473,165.94318,-3.0517578e-05,0.34405664,0.026064856,0,0,1
1,1471.68,1.0112672,135.0,-0.0049438477,1.8020927,0.02276158,0,0,1
1,1507.47,0.5169475,326.30994,-0.012512207,-0.2980204,0.016140262,0,0,0
1,1472.34,1.180473,165.94318,-3.0517578e-05,0.34405664,0.026064856,0,0,1
1,1569.75,8.373231,69.10748,-0.005004883,0.5643224,0.18623579,0,0,1
1,1474.69,3.7173922,90.0,-3.0517578e-05,-0.5451927,0.08218371,0,0,1
1,1470.45,2.3302903,132.50781,0.0024414062,-0.52747023,0.051568776,0,0,1
1,1576.92,12.017762,213.4987,-0.064971924,-0.51890785,0.27677798,0,0,0
1,1470.45,2.3302903,132.50781,0.0024414062,-0.52747023,0.051568776,0,0,1
1,1470.45,2.3302903,132.50781,0.0024414062,-0.52747023,0.051568776,0,0,1
1,1534.18,1.541598,21.765215,-0.014953613,-0.041629028,0.038962655,0,0,0
1,1472.34,1.180473,165.94318,-3.0517578e-05,0.34405664,0.026064856,0,0,1
1,1472.0,0.7310543,78.69007,0.005004883,0.117623985,0.016749542,0,0,0
1,1470.45,2.3302903,132.50781,0.0024414062,-0.52747023,0.051568776,0,0,1
1,1637.95,31.315586,3.0623343,0.13995361,1.1241713,0.77998513,0,0,0
1,1534.18,1.541598,21.765215,-0.014953613,-0.041629028,0.038962655,0,0,0
1,1470.45,2.3302903,132.50781,0.0024414062,-0.52747023,0.051568776,0,0,1
1,1546.47,6.495589,70.78315,-0.06503296,-0.37613687,0.15762316,0,0,1
1,1471.68,1.0112672,135.0,-0.0049438477,1.8020927,0.02276158,0,0,1
1,1507.47,0.5169475,326.30994,-0.012512207,-0.2980204,0.016140262,0,0,0
1,1472.0,0.7310543,78.69007,0.005004883,0.117623985,0.016749542,0,0,0
1,1530.48,3.1992896,100.31604,-0.0,0.26977906,0.070703775,0,0,1
1,1512.0,4.4326816,110.77516,0.029968262,0.95902246,0.1025363,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1611.62,9.83175,63.430435,-0.22250366,-11.700303,0.3062409,0,0,0
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1638.95,5.150364,326.2938,-0.010070801,-1.2478435,0.1143664,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1562.95,11.3169985,347.01062,-0.030029297,1.1758376,0.25519434,0,0,1
1,1562.95,11.3169985,347.01062,-0.030029297,1.1758376,0.25519434,0,0,1
1,1615.67,39.077896,217.1171,0.21255493,-0.4875047,1.0478724,0,0,0
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1653.89,12.672829,151.44539,-0.005004883,-4.6131935,0.284465,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1503.95,0.9179971,308.65982,-0.022521973,-0.6717523,0.029354395,0,1,0
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1470.4,1.3509051,302.04468,0.002532959,-1.3547385,0.029996777,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1694.61,13.731446,340.2706,-0.027526855,-3.3534367,0.31187323,0,0,1
1,1653.89,12.672829,151.44539,-0.005004883,-4.6131935,0.284465,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1540.05,9.617347,21.644283,0.035064697,1.0610116,0.2168061,0,0,1
1,1638.95,5.150364,326.2938,-0.010070801,-1.2478435,0.1143664,0,0,1
1,1653.89,12.672829,151.44539,-0.005004883,-4.6131935,0.284465,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.62,3.0047114,270.0,-0.0025024414,0.1054427,0.06647089,0,0,1
1,1611.62,9.83175,63.430435,-0.22250366,-11.700303,0.3062409,0,0,0
1,1611.62,9.83175,63.430435,-0.22250366,-11.700303,0.3062409,0,0,0
1,1575.7,23.73189,218.30264,-0.022521973,1.6334989,0.5584388,0,0,0
1,1562.95,11.3169985,347.01062,-0.030029297,1.1758376,0.25519434,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
1,1485.92,0.95938253,333.48166,-0.012451172,0.3017075,0.024855506,0,0,1
