,_id,,location,date,type,subregion,town,county,site,fatalities,losses,source,add,uncertainty,created_at,updated_at,__v,triggering_description,triggering
7496,5f5652c36f9d0415f2ff6c3b,8072,"[-75.56581530000001, 6.2476376]",2019-04-23 00:00:00,Flood,Valle de Aburrá,Medellín,,Quebrada Santa Elena,0,0,El Colombiano,"10 árboles caídos, cuatro deslizamientos de los cuales dos afectaron viviendas, 8 casas con recomendación de evacuación temporal y 5 hogares con pérdida de enseres",High,,,,Lluvias,Rainfall
1837,5f568a5b2226ad7c84db9aba,1849,"[-75.0143824, 6.646206299999999]",2011-09-15 00:00:00,Torrential,Nordeste,Yolombó,,Urbana,0,40,Fax 379,,High,,,,Vendaval,Rainfall
1838,5f568a5b2226ad7c84db9a76,1815,"[-75.55958869999999, 6.336728799999999]",2011-06-02 00:00:00,Flood,Valle de Aburrá,Bello,,La Gabriela,0,200,P,,High,,,,Vendaval,Rainfall
1839,5f568a5b2226ad7c84db9a77,1816,"[-75.81174399999999, 6.677449999999999]",2011-06-03 00:00:00,Landslide,Occidente,Liborina,,Varias,0,0,P,,High,,,,Vendaval,Rainfall
1840,5f568a5b2226ad7c84db9a79,1818,"[-75.8133342, 6.8543086]",2011-06-04 00:00:00,Landslide,Occidente,Sabanalarga,,El Junco,0,200,Rad 081676,,High,,,,Vendaval,Rainfall
1841,5f568a5b2226ad7c84db9a88,1825,"[-75.2435307, 6.2199662]",2011-07-01 00:00:00,Landslide,Oriente,El Peñol,,El Chilco,0,5,Rad 130970,,High,,,,Vendaval,Rainfall
1842,5f568a5b2226ad7c84db9a92,1832,"[-75.505078, 6.357621]",2011-07-11 00:00:00,Landslide,Valle de Aburrá,Copacabana,,Varias,0,140,Rad 098990,,High,,,,Vendaval,Rainfall
1843,5f568a5b2226ad7c84db9a94,1833,"[-75.72776689999999, 6.442825699999999]",2011-07-14 00:00:00,Landslide,Occidente,San Jerónimo,,Urbano - rural,0,0,Rad 101288,,High,,,,Vendaval,Rainfall
1844,5f568a5b2226ad7c84db9a58,1796,"[-75.8198172, 5.598813199999999]",2011-05-06 00:00:00,Landslide,Suroeste,Jardín,,Urbana y Cristiania,0,95,Rad 060537,,High,,,,Vendaval,Rainfall
1845,5f568a5b2226ad7c84db9a6f,1808,"[-75.5836963, 6.167286499999999]",2011-06-02 00:00:00,Flood,Valle de Aburrá,Envigado,,Barrio el Trianón,0,0,P,,High,,,,Vendaval,Rainfall
1846,5f568a5b2226ad7c84db9a8e,1830,"[-75.5674243, 5.874190899999999]",2011-07-06 00:00:00,Landslide,Suroeste,Santa Bárbara,,Damasco,0,1475,Rad 096564,,High,,,,Vendaval,Rainfall
1847,5f568a5b2226ad7c84db9aa3,1837,"[-76.17451489999999, 6.899406]",2011-08-13 00:00:00,Torrential,Occidente,Uramita,,V Chontadural,0,5,Rad 121298,,High,,,,Vendaval,Rainfall
1848,5f568a5b2226ad7c84db9a8d,1829,"[-76.0218469, 5.852475999999999]",2011-07-06 00:00:00,Landslide,Suroeste,Ciudad Bolívar,,La Floresta,0,15,Rad 096259,,High,,,,Vendaval,Rainfall
1849,5f568a5b2226ad7c84db9a9c,1835,"[-75.505078, 6.357621]",2011-07-31 00:00:00,Torrential,Valle de Aburrá,Copacabana,,Barrio la Maria,0,0,Rad 111434,,High,,,,Vendaval,Rainfall
1850,5f568a5b2226ad7c84db9aca,1855,"[-75.55958869999999, 6.336728799999999]",2011-10-04 00:00:00,Flood,Valle de Aburrá,Bello,,Maruchenga y,0,65,Sin,,High,,,,Vendaval,Rainfall
1851,5f568a5b2226ad7c84db9a5f,1800,"[-76.1313454, 6.772999899999999]",2011-05-11 00:00:00,Landslide,Occidente,Frontino,,Herradura y Noboga,0,0,Rad 066982,,High,,,,Vendaval,Rainfall
1852,5f568a5b2226ad7c84db9a68,1805,"[-75.827129, 6.557179]",2011-05-23 00:00:00,Landslide,Occidente,Santa Fe de Antioquia,,Varias,0,700,Rad 073432,,High,,,,Vendaval,Rainfall
1853,5f568a5b2226ad7c84db9aa5,1838,"[-76.17451489999999, 6.899406]",2011-08-16 00:00:00,Torrential,Occidente,Uramita,,Chontadural,0,5,Rad 121298,,High,,,,Vendaval,Rainfall
1854,5f568a5b2226ad7c84db9ab3,1845,"[-75.793768, 6.063323800000001]",2011-08-31 00:00:00,Flood,Suroeste,Titiribí,,La Albania,0,0,Rad 128248,,High,,,,Vendaval,Rainfall
1855,5f568a5b2226ad7c84db9ac1,1852,"[-75.977569, 5.746649]",2011-09-27 00:00:00,Landslide,Suroeste,Betania,,Varias,0,50,Rad 143969,,High,,,,Vendaval,Rainfall
1856,5f568a5b2226ad7c84db9ad4,1860,"[-75.55958869999999, 6.336728799999999]",2011-10-17 00:00:00,Flood,Valle de Aburrá,Bello,,Barrio Paris,0,20,Sin,,High,,,,Vendaval,Rainfall
1857,5f568a5b2226ad7c84db9ae5,1870,"[-75.702277, 6.037113000000001]",2011-11-01 00:00:00,Landslide,Suroeste,Amagá,,Varias,0,0,Rad 180347,,High,,,,Vendaval,Rainfall
1858,5f568a5b2226ad7c84db9aed,1878,"[-75.735417, 5.963962]",2011-11-16 00:00:00,Flood,Suroeste,Venecia,,Bolombolo,0,1000,Fax (447),,High,,,,Vendaval,Rainfall
1859,5f568a5b2226ad7c84db9af6,1886,"[-74.787294, 6.551367]",2011-11-25 00:00:00,Landslide,Magdalena Medio,Maceo,,Alto Dolores,0,290,Rad 186979,,High,,,,Vendaval,Rainfall
1860,5f568a5b2226ad7c84db9b02,1894,"[-75.963942, 5.963336]",2011-12-16 00:00:00,Flood,Suroeste,Salgar,,Peñalisa,0,1095,Fax 481,,High,,,,Vendaval,Rainfall
1861,5f568a5b2226ad7c84db9b0b,1900,"[-75.7876261, 6.1563272]",2011-12-30 00:00:00,Landslide,Occidente,Armenia,,Filo Seco,0,50,Rad 001470,,High,,,,Vendaval,Rainfall
1862,5f568a5b2226ad7c84db9b0d,1902,"[-76.1313454, 6.772999899999999]",2011-12-31 00:00:00,Landslide,Occidente,Frontino,,El Madero,0,90,Despacho,,High,,,,Deslizamiento,Unknown
1863,5f568a5b2226ad7c84db9b13,1907,"[-74.787294, 6.551367]",2011-12-13 00:00:00,Landslide,Magdalena Medio,Maceo,,San Antonio N° 2,0,10,Rad 191477,,High,,,,Lluvias,Rainfall
1864,5f568a5b2226ad7c84db9b1f,1914,"[-75.5674243, 5.874190899999999]",2011-12-20 00:00:00,Landslide,Suroeste,Santa Bárbara,,Vereda Poblanco,0,0,Rad 196414,,High,,,,Lluvias,Rainfall
1865,5f568a5b2226ad7c84db9b23,1918,"[-76.0663467, 6.632662499999999]",2011-12-23 00:00:00,Landslide,Occidente,Abriaquí,,Barrio Nueva Vision,0,45,Rad 195717,,High,,,,Lluvias,Rainfall
1866,5f568a5b2226ad7c84db9b30,1923,"[-75.2435307, 6.2199662]",2012-06-28 00:00:00,Landslide,Oriente,El Peñol,,Barrio Conquistadores y Vereda la Meseta,0,9,Reporte Clopad,,High,,,,Lluvias,Rainfall
1867,5f568a5b2226ad7c84db9b58,1933,"[-74.787294, 6.551367]",2012-05-22 00:00:00,Landslide,Magdalena Medio,Maceo,,,0,0,Reporte Clopad,,High,,,,Lluvias,Rainfall
1868,5f568a5b2226ad7c84db9b95,1961,"[-75.46044970000001, 6.6470033]",2012-05-14 00:00:00,Landslide,Norte,Santa Rosa de Osos,,,0,3,Reporte Clopad,,High,,,,Lluvias,Rainfall
1869,5f568a5b2226ad7c84db9b9f,1971,"[-75.019623, 6.485831]",2012-04-12 00:00:00,Landslide,Nordeste,San Roque,,,0,35,Reporte Clopad,,High,,,,Lluvias,Rainfall
1870,5f568a5b2226ad7c84db9ba0,1972,"[-75.2435307, 6.2199662]",2012-04-12 00:00:00,Landslide,Oriente,El Peñol,,,0,9,Reporte Clopad,,High,,,,Lluvias,Rainfall
1871,5f568a5b2226ad7c84db9ba3,1975,"[-75.2435307, 6.2199662]",2012-05-07 00:00:00,Landslide,Oriente,El Peñol,,,0,3,Reporte Clopad,,High,,,,Lluvias,Rainfall
1872,5f568a5f2226ad7c84db9bcf,1980,"[-74.7027689, 6.184794200000001]",2012-09-27 00:00:00,Landslide,Magdalena Medio,Puerto Nare,La Unión,"Puerto Nare, barrio Los Olivos",0,92,Reporte Cmgrd,,Mid,,,,Inundación,Rainfall
1873,5f568a5f2226ad7c84db9c02,1995,"[-75.709441, 6.1113686]",2012-11-23 00:00:00,Flood,Suroeste,Angelópolis,,Corregimiento la Estacion,0,55,Reporte Cmgrd,,High,,,,Lluvias,Rainfall
1874,5f568a5f2226ad7c84db9ca2,2025,"[-75.34954499999999, 7.579028999999998]",2013-05-20 00:00:00,Torrential,Bajo Cauca,Cáceres,,Vereda Muriba,0,30,Reporte Cmgrd,,High,,,,Lluvias,Rainfall
1875,5f568a5f2226ad7c84db9ca6,2027,"[-75.43898999999999, 7.163592]",2013-04-16 00:00:00,Landslide,Norte,Valdivia,,,0,9,Reporte Cmgrd,,High,,,,Lluvias,Rainfall
1876,5f568a5f2226ad7c84db9cc4,2036,"[-75.56581530000001, 6.2476376]",2013-05-23 00:00:00,Landslide,Valle de Aburrá,Medellín,,,0,500,Reporte Cmgrd,,High,,,,Lluvias,Rainfall
1877,5f568a5f2226ad7c84db9ccb,2041,"[-75.1644735, 6.4714987]",2013-06-18 00:00:00,Landslide,Nordeste,Santo Domingo,,"Veredas Piedras Blancas, Montebello, la Primavera, la Comba,",0,74,Reporte Cmgrd,,High,,,,Lluvias,Rainfall
1878,5f568a5f2226ad7c84db9cf4,2049,"[-75.4280185, 5.7897437]",2013-08-31 00:00:00,Landslide,Oriente,Abejorral,,,0,5,Reporte Cmgrdrad 455534,,High,,,,Lluvias,Rainfall
1879,5f568a5f2226ad7c84db9d56,2063,"[-76.1313454, 6.772999899999999]",2014-03-06 00:00:00,Torrential,Occidente,Frontino,,Vereda el Cerro,0,20,Reporte Cmgrd Rad 133543,,High,,,,Lluvias,Rainfall
1880,5f568a5f2226ad7c84db9d78,2072,"[-76.1313454, 6.772999899999999]",2014-03-26 00:00:00,Landslide,Occidente,Frontino,,Vereda el Cerrazon,0,6,Reporte Cmgrd Rad 186104,,High,,,,Lluvias,Rainfall
1881,5f568a5f2226ad7c84db9db7,2084,"[-75.43898999999999, 7.163592]",2014-08-17 00:00:00,Landslide,Norte,Valdivia,,Varias Veredas,0,22,Reporte Cmgrd Rad 394919,,High,,,,Lluvias,Rainfall
1882,5f568a5f2226ad7c84db9df4,2093,"[-75.0278664, 6.2951219]",2014-10-09 00:00:00,Landslide,Oriente,San Rafael,,Vereda San Agustin,0,84,Reporte Cmgrd Rad 497118,,High,,,,Lluvias,Rainfall
1883,5f568a5f2226ad7c84db9e06,2095,"[-75.335278, 6.083056]",2016-10-05 00:00:00,Flood,Oriente,El Carmen de Viboral,,Quebrada Borbollón,0,0,El Colombiano,"10 casas en el barrio villa del carmelo, 2 casas en el barrio el progreso, y 1 casa en el barrio campo alegre",High,,,,Lluvias,Rainfall
1884,5f568a5f2226ad7c84db9eb1,2128,"[-75.185598, 6.057265]",2015-04-24 00:00:00,Landslide,Oriente,Cocorná,,,0,0,Dapard,Este evento deja un total de 25 familias afectadas y 79 personas afectadas.,High,,,,Vendaval,Rainfall
1885,5f568a5f2226ad7c84db9ebd,2131,"[-75.963942, 5.963336]",2015-05-18 00:00:00,Torrential,Suroeste,Salgar,,,0,0,Dapard,"Murieron al menos 104 personas y otras 12 permanecen aún desaparecidas. el desbordamiento de la quebrada la liboriana, dejó 542 personas damnificadas.",High,,,,Lluvias,Rainfall
1886,5f568a612226ad7c84dba03c,2211,"[-75.702277, 6.037113000000001]",2018-03-26 00:00:00,Landslide,Suroeste,Amagá,,"Vía Medellín – Amagá, Kilómetro 88+700, sector Primavera, Ju",0,0,"Telemedellin, El Colombiano",La via estuvo cerrada completamente,High,,,,Desconocida,Unknown
1887,5f568a612226ad7c84dba054,2227,"[-75.26367479999999, 6.1392039]",2018-05-08 00:00:00,Landslide,Oriente,El Santuario,,"Vía Santuario-Caño Alegre: en el Kilómetro 14+700, en el Secretaría",0,0,El Tiempo,Paso restringido a un carril por caída de tierra y lodo.,High,,,,Lluvias,Rainfall
1888,5f568a612226ad7c84dba05f,2238,"[-75.67135379999999, 5.9270266]",2018-05-15 00:00:00,Landslide,Suroeste,Fredonia,,Vía Camilo C. Fredonia Alto la Bonita Km 5,0,0,"Teleantioquia, El Colombiano","Cierre total de la vía. la banca ya no existe. fue arrastrada más de 30 metros abajo de su posición normal. en 1984 ocurrió lo mismo con esta falla geológica. 64 casas sufrieron averías menores,",High,,,,Lluvias - Falla geológica antigua que se activó por el invierno,Rainfall
1889,5f568a612226ad7c84dba06d,2247,"[-75.39996599999999, 7.583190999999999]",2018-06-02 00:00:00,Landslide,Bajo Cauca,Tarazá,,"El Tramo Llanos de Cuivá–Tarazá, Km 62+00,",0,0,El Colombiano,Cierre total,High,,,,Lluvias,Rainfall
1890,5f568a612226ad7c84dba07b,2258,"[-75.142186, 5.730859]",2018-06-11 00:00:00,Torrential,Oriente,Argelia,,Sector las Partidas,0,0,El Colombiano,,High,,,,Lluvias - Fuerte aguacero en la noche,Rainfall
1891,5f568a612226ad7c84dba07f,2262,"[-75.39996599999999, 7.583190999999999]",2018-06-03 00:00:00,Landslide,Bajo Cauca,Tarazá,,"Vía Tarazá-Caucasia, Kilómetro 8+950, sector Puente Nova",0,0,El Colombiano,Hay paso a un carril por pérdida de banca,High,,,,Lluvias,Rainfall
1892,5f568a612226ad7c84dba082,2265,"[-75.0143824, 6.646206299999999]",2018-06-03 00:00:00,Landslide,Nordeste,Yolombó,,"Vía Medellín-Yolombó, sector la Portada",0,0,El Colombiano,Paso a un carril,High,,,,Lluvias,Rainfall
1893,5f568a612226ad7c84dba086,2269,"[-75.702277, 6.037113000000001]",2018-05-24 00:00:00,Landslide,Suroeste,Amagá,,"Vía la Mansa - Primavera, sector la Huesera, en el Kilómetro",0,0,El Colombiano,,High,,,,Lluvias,Rainfall
1894,5f568a612226ad7c84dba08f,2274,"[-75.6924811, 7.0112698]",2018-07-18 00:00:00,Landslide,Norte,Toledo,,"Vía que Comunica el Valle de Toledo, con el Proyecto Hidroel",0,0,El Colombiano,,High,,,,Desconocida,Unknown
1895,5f568a612226ad7c84dba0ac,2295,"[-74.7576179, 6.408748999999999]",2018-11-05 00:00:00,Flood,Magdalena Medio,Caracolí,,Qda. la Reyna,0,170,El Colombiano,"“la gente estaba preparada y, por ello, no se registraron ni pérdidas humanas ni daños materiales”, le dijo a el colombiano luis emilio giraldo, mandatario local.",High,,,,Lluvias - Lluvias intensas durante ocho días,Rainfall
1896,5f568a612226ad7c84dba0da,2320,"[-76.436769, 7.2440551]",2019-06-02 00:00:00,Torrential,Urabá,Mutatá,,Río Mutata,3,0,Rcn,,High,,,,Lluvias,Rainfall
1897,5f568a612226ad7c84dba0e9,2332,"[-76.17451489999999, 6.899406]",2020-02-28 00:00:00,Landslide,Occidente,Uramita,,Sector Peñas Blancas K25+900 Vía Uramita-Dabeiba,0,0,El Colombiano,,High,,,,Lluvias,Rainfall
1898,5f5652af6f9d0415f2ff4ee5,2348,"[-75.56581530000001, 6.2476376]",1928-11-15 00:00:00,Landslide,Valle de Aburrá,Medellín,,,5,0,Ing.,,High,,,,Otra causa - Otra causa,Unknown
8125,5f5652c36f9d0415f2ff6c1b,8060,"[-75.54715, 6.275375]",2018-11-03 00:00:00,Flood,Valle de Aburrá,Medellín,Manrique Oriental,Calle 85 entre las Carreras 39 y la 44.,0,0,Minuto 30,,Low,,,,Lluvias,Rainfall
1900,5f568a5b2226ad7c84db9ae0,1867,"[-75.505078, 6.357621]",2011-10-27 00:00:00,Flood,Valle de Aburrá,Copacabana,,Ancon 2 Qubrada Arriba,0,0,Rad 161361,,High,,,,Vendaval,Rainfall
1901,5f568a5b2226ad7c84db9b3b,1927,"[-75.2435307, 6.2199662]",2012-07-13 00:00:00,Landslide,Oriente,El Peñol,,,0,41,Reporte Clopad,,High,,,,Lluvias,Rainfall
1902,5f568a5b2226ad7c84db9b73,1939,"[-75.606403, 5.746942]",2012-05-01 00:00:00,Flood,Suroeste,La Pintada,,,0,342,Reporte Clopad,,High,,,,Lluvias,Rainfall
1903,5f568a5b2226ad7c84db9b8d,1953,"[-75.14173699999999, 6.3758292]",2012-04-21 00:00:00,Landslide,Oriente,Alejandría,,,0,59,Reporte Clopad,,High,,,,Lluvias,Rainfall
1904,5f568a5b2226ad7c84db9bb0,1978,"[-74.99450449999999, 6.0432523]",2012-04-03 00:00:00,Landslide,Oriente,San Luis,,,0,0,Reporte Clopad,,High,,,,Lluvias,Rainfall
1905,5f568a5b2226ad7c84db9bb4,1979,"[-75.735417, 5.963962]",2012-05-22 00:00:00,Landslide,Suroeste,Venecia,,,0,9,Reporte Clopad,,High,,,,Inundación,Rainfall
1906,5f568a5f2226ad7c84db9bd5,1981,"[-76.5274568, 8.7617905]",2012-10-23 00:00:00,Landslide,Urabá,San Juan de Urabá,,,0,0,Reporte Cmgrd,,High,,,,Erosión,Unknown
1907,5f568a5f2226ad7c84db9c3f,2001,"[-75.2435307, 6.2199662]",2012-11-16 00:00:00,Landslide,Oriente,El Peñol,,Vereda Concordia,0,4,Reporte Cmgrd,,High,,,,Lluvias,Rainfall
1908,5f568a5f2226ad7c84db9c92,2018,"[-75.735417, 5.963962]",2013-05-10 00:00:00,Flood,Suroeste,Venecia,,Vereda la Amalia,0,154,Reporte Cmgrd,,High,,,,Lluvias,Rainfall
1909,5f568a5f2226ad7c84db9ca1,2024,"[-75.55958869999999, 6.336728799999999]",2013-05-22 00:00:00,Landslide,Valle de Aburrá,Bello,,Santa Rita - Oasis,0,26,Reporte Cmgrd Rad 192164,,High,,,,Falla,Unknown
1910,5f568a5f2226ad7c84db9cd9,2044,"[-75.335278, 6.083056]",2013-06-22 00:00:00,Landslide,Oriente,El Carmen de Viboral,,Vereda Puente Larga,0,0,Reporte Cmgrd,,High,,,,Lluvias,Rainfall
1911,5f568a5f2226ad7c84db9cfe,2051,"[-75.18358599999999, 6.139621]",2013-10-04 00:00:00,Landslide,Oriente,Granada,,Los Medios,0,1,Reporte Cmgrd Rad 500673,,High,,,,Lluvias,Rainfall
1912,5f568a5f2226ad7c84db9d5b,2065,"[-75.709441, 6.1113686]",2014-03-07 00:00:00,Landslide,Suroeste,Angelópolis,,"Corregimiento la Estacion, Vereda Santa Rita y casco urbano",0,36,Reporte Cmgrd Rad 82,,High,,,,Lluvias,Rainfall
1913,5f568a5f2226ad7c84db9d66,2067,"[-75.2197365, 6.6817889]",2014-04-05 00:00:00,Landslide,Norte,Gómez Plata,,Zona rural,0,538,Reporte Cmgrd Rad 177442,,High,,,,Lluvias,Rainfall
1914,5f568a5f2226ad7c84db9e0c,2097,"[-75.0278664, 6.2951219]",2016-10-27 00:00:00,Flood,Oriente,San Rafael,,Orillas del Río Guatapé,0,0,Teleantioquia,,High,,,,Lluvias,Rainfall
1915,5f568a5f2226ad7c84db9e66,2115,"[-75.18358599999999, 6.139621]",2017-04-01 00:00:00,Landslide,Oriente,Granada,,Vereda el Tabor,0,0,Ant Noticias,"La vía permaneció cerrada por varias horas afectando la movilidad entre el municipios de granada y el corregimiento de santa ana, afectando además la jornada escolar por la imposibilidad de los jóvenes para llegar hasta las escuelas,",High,,,,Lluvias,Rainfall
1916,5f568a5f2226ad7c84db9ea1,2126,"[-75.46044970000001, 6.6470033]",2015-04-16 00:00:00,Landslide,Norte,Santa Rosa de Osos,,,0,0,Dapard,El evento deja una vivienda destruida.,High,,,,Desconocida,Unknown
1917,5f568a5f2226ad7c84db9f4f,2146,"[-75.1644735, 6.4714987]",2015-10-15 00:00:00,Landslide,Nordeste,Santo Domingo,,,0,0,Dapard,El evento deja un total de 5 viviendas afectadas.,High,,,,Desconocida,Unknown
1918,5f568a5f2226ad7c84db9f6c,2152,"[-76.13181, 6.313860999999999]",2015-11-23 00:00:00,Torrential,Suroeste,Urrao,,,0,0,Dapard,"El evento deja un saldo de 9 viviendas destruidas, 14 viviendas en riesgo, 11 familias afectadas y por lo menos 36 personas afectadas.",High,,,,Desconocida,Unknown
1919,5f568a5f2226ad7c84db9f6d,2153,"[-75.185598, 6.057265]",2017-05-01 00:00:00,Landslide,Oriente,Cocorná,,"Vereda Los Limones, a 40 Minutos del casco Urbano.",1,0,El Colombiano,,High,,,,Lluvias - Las últimas semanas ha llovido mucho en el municipio y el ri,Rainfall
1920,5f568a612226ad7c84db9fdb,2169,"[-75.606403, 5.746942]",2017-09-09 00:00:00,Landslide,Suroeste,La Pintada,,Vía que Comunica al Municipio de la Pintada con la Ciudad de,0,0,Minuto 30,,High,,,,Desconocida,Unknown
1921,5f568a612226ad7c84db9ff4,2186,"[-75.636623, 6.151144899999999]",2017-09-22 00:00:00,Landslide,Valle de Aburrá,La Estrella,,"Vía que Comunica a la Estrella con Caldas, sector Cocorolló",0,0,Telemedellín,,High,,,,Desconocida,Unknown
1922,5f568a612226ad7c84dba015,2200,"[-76.256824, 6.997374]",2018-01-09 00:00:00,Torrential,Occidente,Dabeiba,,,0,0,El Colombiano,Agua y el lodo afectaron cinco locales comerciales y cinco casas.,High,,,,Lluvias - Fuerte aguacero en la madrugada 4-6am,Rainfall
1923,5f568a612226ad7c84dba046,2215,"[-75.34954499999999, 7.579028999999998]",2018-04-22 00:00:00,Landslide,Bajo Cauca,Cáceres,,Vía Medellín- Costa Atlántica. Kilómetro 8 + 950. Vía que de,0,0,"El Colombiano, Telemedellín, Caracol Radio, Teleantioquia",Parte de la banca cedió y presentara grietas por la inestabilidad del terreno a orillas del río cauca. riesgo pérdida banca por afectación río cauca. cierre total de la vía el primero de mayo,High,,,,Erosión,Unknown
1924,5f568a612226ad7c84dba058,2231,"[-75.516908, 6.566146]",2018-05-08 00:00:00,Landslide,Norte,Entrerríos,,"Vía Entrerríos-Donmatías: sector de las Ánimas, en el Kilóm",0,0,El Tiempo,Cierre total de la vía,High,,,,Lluvias,Rainfall
1925,5f568a612226ad7c84dba075,2255,"[-75.39383099999999, 6.485702]",2018-06-03 00:00:00,Torrential,Norte,Donmatías,,"Quebrada la Montera, Vereda la Montera",0,0,El Colombiano,Destruyó un puente y tiene a la vereda incomunicada. comunica a la vereda con el casco urbano de barbosa. cerca de 100 familias aisladas,High,,,,"Lluvias - Al parecer, un deslizamiento represó la quebrada La Montera",Rainfall
1926,5f568a612226ad7c84dba090,2275,"[-75.69055449999999, 6.3434119]",2018-07-12 00:00:00,Landslide,Occidente,Medellín,Palmitas,"Kilómetro 34+200 (Vía Medellín – Santa Fe de Antioquia), Ver",0,0,El Colombiano,"Se produjo el colapso de un muro, lo que produjo la pérdida de banca en el carril izquierdo.",Mid,,,,Lluvias,Rainfall
1927,5f568a612226ad7c84dba0a2,2287,"[-74.99450449999999, 6.0432523]",2018-10-21 00:00:00,Rockfall,Oriente,San Luis,,Vía Medellín - Bogotá a la altura del Mpio. de San Luis,0,0,Teleantioquia,Cierre de la vía por detonación de grandes volúmenes de roca,High,,,,Lluvias - Las lluvias de la noche provocaron otro deslizamiento en la,Rainfall
1928,5f568a612226ad7c84dba0a5,2289,"[-76.264068, 7.000752]",2018-10-29 00:00:00,Torrential,Occidente,Dabeiba,,Dabeiba,1,0,Teleantioquia,"Los fuertes aguaceros que se han registrado en los últimos días sobre diferentes regiones del departamento de antioquia, generan alertas en las zonas aledañas a los ríos, además, en dabeiba una persona cayó al río y fue arrastrada por la corriente.",Low,,,,Lluvias,Rainfall
1929,5f568a612226ad7c84dba0d9,2319,"[-75.43898999999999, 7.163592]",2019-05-31 00:00:00,Landslide,Norte,Valdivia,,"Sector de Los Llanos del Cuivá – Tarazá, en el Kilómetro 47+",0,0,El Tiempo,"La caída de un árbol y el deslizamiento de piedras y lodo tienen cerrada por completo la carretera, a lo que se suman las fuertes lluvias. esto ha llevado a que gran cantidad de vehículos se quedaran represados",High,,,,Lluvias,Rainfall
1930,5f568a612226ad7c84dba0de,2324,"[-75.08706699999999, 6.538376]",2019-10-23 00:00:00,Flood,Nordeste,Cisneros,,"Resultaron Afectados Los sectores barrio Nuevo, la Cristalin",0,0,El Colombiano,"La primera alerta se dio desde las 10 de la noche, cuando el río nus empezó a crecer de manera desmedida. sin embargo, poco se pudo prevenir, ya que a los pocos minutos el agua ya corría por las calles del pueblo.",High,,,,Lluvias,Rainfall
1931,5f568a612226ad7c84dba0e3,2327,"[-75.0143824, 6.895626999999999]",2019-11-05 00:00:00,Landslide,Nordeste,Amalfi,,"Vereda el Retiro, en Inmediaciones de la Finca la Divisa",0,0,El Colombiano,,High,,,,Lluvias,Rainfall
1932,5f568a612226ad7c84dba0e4,2328,"[-75.0278664, 6.2951219]",2019-11-10 00:00:00,Flood,Oriente,San Rafael,,"Veredas el Bizcocho y el Charco, Además de 15 sectores del C",0,0,El Colombiano,,High,,,,Lluvias,Rainfall
1933,5f568a612226ad7c84dba0f8,2336,"[-74.69360689999999, 7.0281273]",2020-06-10 00:00:00,Flood,Nordeste,Remedios,,Vereda el Paso de la Mula,0,0,Dapard,Perdidas de enseres en 23 viviendas por creciente súbita del río negrito,High,,,,Lluvias - Precipitaciones de alta intensidad en la zona asociadas a la,Rainfall
7336,5f5652c36f9d0415f2ff6be7,8033,"[-75.56581530000001, 6.2476376]",2018-05-03 00:00:00,Flood,Valle de Aburrá,Medellín,,Zona Céntrica y el Sur,0,0,Caracol Radio,Inundaciones en las principales calles y avenidas,High,,,,Lluvias,Rainfall
1935,5f568a5b2226ad7c84db9ada,1864,"[-75.2966019, 6.979498]",2011-10-20 00:00:00,Landslide,Norte,Campamento,,Vereda Chagualo,0,0,Rad 157539,,High,,,,Vendaval,Rainfall
1936,5f568a5b2226ad7c84db9aea,1875,"[-74.99450449999999, 6.0432523]",2011-11-15 00:00:00,Landslide,Oriente,San Luis,,Varias,0,15,Rad 169664,,High,,,,Vendaval,Rainfall
1937,5f568a5b2226ad7c84db9af5,1885,"[-76.896277, 6.588654099999999]",2011-11-22 00:00:00,Torrential,Urabá,Vigía del Fuerte,,Arquia y Murri,0,9715,Rad 177365,,High,,,,Vendaval,Rainfall
1938,5f568a5b2226ad7c84db9af9,1888,"[-76.02597879999999, 6.7509209]",2011-12-06 00:00:00,Landslide,Occidente,Cañasgordas,,Varias,0,390,Rad 188101,,High,,,,Vendaval,Rainfall
1939,5f568a5b2226ad7c84db9b06,1898,"[-75.735417, 5.963962]",2011-12-19 00:00:00,Landslide,Suroeste,Venecia,,V el Rincon,0,20,Fax 487,,High,,,,Lluvias,Rainfall
1940,5f568a5b2226ad7c84db9b2c,1919,"[-75.67135379999999, 5.9270266]",2011-12-22 00:00:00,Flood,Suroeste,Fredonia,,Puente Iglesias y la Toscana,0,90,Unknown,,High,,,,Creciente río,Rainfall
1941,5f568a5b2226ad7c84db9b39,1926,"[-75.6822294, 5.6040648]",2012-04-25 00:00:00,Landslide,Suroeste,Támesis,San Pablo,,0,56,Reporte Clopad,,Mid,,,,Inundación,Rainfall
1942,5f568a5f2226ad7c84db9be9,1988,"[-75.1644735, 6.4714987]",2012-05-12 00:00:00,Landslide,Nordeste,Santo Domingo,,Vereda el Rosario,0,4,Reporte Cmgrd,,High,,,,Lluvias,Rainfall
1943,5f568a5f2226ad7c84db9cb2,2031,"[-75.95716, 5.89588]",2013-05-22 00:00:00,Landslide,Suroeste,Ciudad Bolívar,Alfonso Lopez,Vereda Alfonso Lopes y Bolivar Arriba,0,30,Reporte Cmgrd,,Mid,,,,Lluvias,Rainfall
1944,5f568a5f2226ad7c84db9cc0,2034,"[-75.735417, 5.963962]",2013-05-27 00:00:00,Landslide,Suroeste,Venecia,,,0,0,Reporte Cmgrd,,High,,,,Lluvias,Rainfall
